RUN	Model25P25	model25p25	1612215077028	 	3.3.1
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 24 with intensity 3	242	END	1612215078095	1612215078185
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 5	75	END	1612215078088	1612215078185
REQUEST	107		localhost:8081	1612215078090	1612215078186	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:8080
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 5	107	END	1612215078090	1612215078187
REQUEST	160		localhost:8080	1612215078092	1612215079467	OK	 
REQUEST	28		localhost:8081	1612215078085	1612215079469	OK	 
REQUEST	192		localhost:8080	1612215078093	1612215079488	OK	 
REQUEST	80		localhost:8082	1612215078089	1612215079593	OK	 
REQUEST	142		localhost:8084	1612215078092	1612215079602	OK	 
REQUEST	172		localhost:8080	1612215078093	1612215079605	OK	 
REQUEST	19		localhost:8083	1612215078088	1612215079608	OK	 
REQUEST	223		localhost:8084	1612215078094	1612215079610	OK	 
REQUEST	115		localhost:8082	1612215078090	1612215079612	OK	 
REQUEST	137		localhost:8084	1612215078091	1612215079619	OK	 
REQUEST	163		localhost:8080	1612215078092	1612215079620	OK	 
REQUEST	204		localhost:8083	1612215078094	1612215079622	OK	 
REQUEST	57		localhost:8080	1612215078087	1612215079622	OK	 
REQUEST	141		localhost:8084	1612215078091	1612215079622	OK	 
REQUEST	220		localhost:8081	1612215078094	1612215079624	OK	 
REQUEST	83		localhost:8083	1612215078089	1612215079625	OK	 
REQUEST	173		localhost:8080	1612215078093	1612215079626	OK	 
REQUEST	131		localhost:8081	1612215078091	1612215079627	OK	 
REQUEST	99		localhost:8081	1612215078090	1612215079630	OK	 
REQUEST	195		localhost:8080	1612215078093	1612215079633	OK	 
REQUEST	211		localhost:8080	1612215078094	1612215079635	OK	 
REQUEST	144		localhost:8084	1612215078092	1612215079638	OK	 
REQUEST	222		localhost:8084	1612215078094	1612215079641	OK	 
REQUEST	147		localhost:8084	1612215078092	1612215079645	OK	 
REQUEST	51		localhost:8084	1612215078097	1612215079647	OK	 
REQUEST	110		localhost:8084	1612215078090	1612215079643	OK	 
REQUEST	16		localhost:8084	1612215078086	1612215079650	OK	 
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 0 with intensity 1	110	END	1612215078090	1612215079651
REQUEST	78		localhost:8082	1612215078089	1612215079651	OK	 
REQUEST	73		localhost:8081	1612215078096	1612215079653	OK	 
REQUEST	205		localhost:8083	1612215078094	1612215079653	OK	 
REQUEST	201		localhost:8084	1612215078094	1612215079655	OK	 
REQUEST	3		localhost:8083	1612215078085	1612215079655	OK	 
REQUEST	25		localhost:8082	1612215078085	1612215079659	OK	 
REQUEST	176		localhost:8080	1612215078095	1612215079659	OK	 
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 20 with intensity 5	25	END	1612215078047	1612215079659
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 5	176	END	1612215078092	1612215079659
REQUEST	62		localhost:8080	1612215078088	1612215079659	OK	 
REQUEST	227		localhost:8084	1612215078094	1612215079661	OK	 
REQUEST	154		localhost:8081	1612215078092	1612215079662	OK	 
REQUEST	14		localhost:8082	1612215078085	1612215079663	OK	 
REQUEST	237		localhost:8080	1612215078095	1612215079664	OK	 
REQUEST	245		localhost:8080	1612215078095	1612215079664	OK	 
REQUEST	85		localhost:8083	1612215078089	1612215079665	OK	 
REQUEST	45		localhost:8083	1612215078084	1612215079665	OK	 
REQUEST	159		localhost:8080	1612215078092	1612215080188	OK	 
REQUEST	180		localhost:8080	1612215078093	1612215080257	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 5	180	END	1612215078092	1612215080257
REQUEST	125		localhost:8083	1612215078091	1612215080278	OK	 
REQUEST	148		localhost:8081	1612215078092	1612215080278	OK	 
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 5	125	END	1612215078090	1612215080279
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 20 with intensity 5	148	END	1612215078091	1612215080279
REQUEST	157		localhost:8081	1612215078092	1612215080290	OK	 
REQUEST	8		localhost:8083	1612215078084	1612215080296	OK	 
REQUEST	136		localhost:8084	1612215078091	1612215080297	OK	 
REQUEST	116		localhost:8082	1612215078090	1612215080300	OK	 
REQUEST	18		localhost:8083	1612215078086	1612215080301	OK	 
REQUEST	132		localhost:8082	1612215078091	1612215080307	OK	 
REQUEST	36		localhost:8081	1612215078085	1612215080311	OK	 
REQUEST	162		localhost:8080	1612215078092	1612215080312	OK	 
REQUEST	146		localhost:8084	1612215078092	1612215080316	OK	 
REQUEST	161		localhost:8080	1612215078092	1612215080316	OK	 
REQUEST	104		localhost:8083	1612215078090	1612215080317	OK	 
REQUEST	139		localhost:8084	1612215078091	1612215080317	OK	 
REQUEST	182		localhost:8083	1612215078093	1612215080321	OK	 
REQUEST	2		localhost:8083	1612215078085	1612215080321	OK	 
REQUEST	129		localhost:8081	1612215078091	1612215080322	OK	 
REQUEST	1		localhost:8083	1612215078086	1612215080326	OK	 
REQUEST	43		localhost:8080	1612215078085	1612215080326	OK	 
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 5	43	END	1612215078051	1612215080327
REQUEST	178		localhost:8080	1612215078093	1612215080333	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 5	178	END	1612215078092	1612215080333
REQUEST	93		localhost:8083	1612215078089	1612215080334	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 5	93	END	1612215078089	1612215080335
REQUEST	150		localhost:8081	1612215078092	1612215080337	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 20 with intensity 5	150	END	1612215078091	1612215080338
REQUEST	11		localhost:8081	1612215078086	1612215080341	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 20 with intensity 5	11	END	1612215078043	1612215080342
REQUEST	140		localhost:8084	1612215078091	1612215080706	OK	 
REQUEST	174		localhost:8080	1612215078093	1612215080706	OK	 
REQUEST	173		localhost:8080 Redirect 1	1612215079627	1612215080764	OK	 
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 21 with intensity 5	173	END	1612215078092	1612215080765
REQUEST	204		localhost:8083 Redirect 1	1612215079622	1612215080766	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 21 with intensity 5	204	END	1612215078093	1612215080767
REQUEST	222		localhost:8084 Redirect 1	1612215079641	1612215080774	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 1 with intensity 1	222	END	1612215078094	1612215080775
REQUEST	211		localhost:8080 Redirect 1	1612215079635	1612215080775	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 21 with intensity 5	211	END	1612215078094	1612215080775
REQUEST	28		localhost:8081 Redirect 1	1612215079486	1612215080783	OK	 
REQUEST	223		localhost:8084 Redirect 1	1612215079610	1612215080783	OK	 
REQUEST	51		localhost:8084 Redirect 1	1612215079647	1612215080783	OK	 
REQUEST	201		localhost:8084 Redirect 1	1612215079655	1612215080783	OK	 
REQUEST	227		localhost:8084 Redirect 1	1612215079661	1612215080783	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 11 with intensity 1	201	END	1612215078093	1612215080785
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 5	51	END	1612215078086	1612215080785
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 6 with intensity 1	28	END	1612215078047	1612215080785
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 5	227	END	1612215078094	1612215080785
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 5	223	END	1612215078094	1612215080785
REQUEST	19		localhost:8083 Redirect 1	1612215079608	1612215080786	OK	 
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 21 with intensity 5	19	END	1612215078046	1612215080786
REQUEST	40		localhost:8080	1612215078085	1612215080818	OK	 
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 5	40	END	1612215078051	1612215080818
REQUEST	109		localhost:8081	1612215078090	1612215080834	OK	 
REQUEST	249		localhost:8081	1612215078095	1612215080834	OK	 
REQUEST	206		localhost:8083	1612215078094	1612215080834	OK	 
REQUEST	160		localhost:8080 Redirect 1	1612215079486	1612215080886	OK	 
REQUEST	83		localhost:8083 Redirect 1	1612215079626	1612215080889	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 22 with intensity 5	83	END	1612215078088	1612215080889
REQUEST	142		localhost:8084 Redirect 1	1612215079603	1612215080891	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 22 with intensity 5	142	END	1612215078091	1612215080891
REQUEST	14		localhost:8082 Redirect 1	1612215079663	1612215080895	OK	 
REQUEST	147		localhost:8084 Redirect 1	1612215079645	1612215080898	OK	 
REQUEST	80		localhost:8082 Redirect 1	1612215079594	1612215080898	OK	 
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 5	80	END	1612215078088	1612215080898
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 22 with intensity 5	147	END	1612215078091	1612215080898
REQUEST	78		localhost:8082 Redirect 1	1612215079651	1612215080902	OK	 
REQUEST	57		localhost:8080 Redirect 1	1612215079622	1612215080902	OK	 
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 22 with intensity 5	78	END	1612215078088	1612215080902
REQUEST	220		localhost:8081 Redirect 1	1612215079624	1612215080904	OK	 
REQUEST	131		localhost:8081 Redirect 1	1612215079628	1612215080904	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 5	220	END	1612215078094	1612215080905
REQUEST	3		localhost:8083 Redirect 1	1612215079656	1612215080905	OK	 
REQUEST	62		localhost:8080 Redirect 1	1612215079660	1612215080907	OK	 
REQUEST	154		localhost:8081 Redirect 1	1612215079663	1612215080907	OK	 
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 5	62	END	1612215078087	1612215080907
REQUEST	195		localhost:8080 Redirect 1	1612215079633	1612215080909	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 5	195	END	1612215078093	1612215080909
REQUEST	85		localhost:8083 Redirect 1	1612215079666	1612215080913	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 22 with intensity 5	85	END	1612215078089	1612215080914
REQUEST	73		localhost:8081 Redirect 1	1612215079654	1612215080914	OK	 
REQUEST	192		localhost:8080 Redirect 1	1612215079489	1612215080914	OK	 
REQUEST	237		localhost:8080 Redirect 1	1612215079665	1612215080914	OK	 
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 5	73	END	1612215078088	1612215080914
REQUEST	16		localhost:8084 Redirect 1	1612215079651	1612215080913	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 5	192	END	1612215078093	1612215080914
REQUEST	144		localhost:8084 Redirect 1	1612215079638	1612215080915	OK	 
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 22 with intensity 5	144	END	1612215078091	1612215080915
REQUEST	141		localhost:8084 Redirect 1	1612215079623	1612215080917	OK	 
REQUEST	245		localhost:8080 Redirect 1	1612215079665	1612215080917	OK	 
REQUEST	115		localhost:8082 Redirect 1	1612215079613	1612215080917	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 22 with intensity 5	141	END	1612215078091	1612215080918
REQUEST	99		localhost:8081 Redirect 1	1612215079630	1612215080919	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 5	99	END	1612215078089	1612215080919
REQUEST	76		localhost:8081	1612215078089	1612215081028	OK	 
REQUEST	63		localhost:8080	1612215078088	1612215081029	OK	 
REQUEST	48		localhost:8083	1612215078084	1612215081031	OK	 
REQUEST	60		localhost:8080	1612215078087	1612215081031	OK	 
REQUEST	181		localhost:8083	1612215078093	1612215081031	OK	 
REQUEST	96		localhost:8081	1612215078089	1612215081031	OK	 
REQUEST	158		localhost:8081	1612215078092	1612215081032	OK	 
REQUEST	21		localhost:8083	1612215078085	1612215081032	OK	 
REQUEST	64		localhost:8080	1612215078098	1612215081032	OK	 
REQUEST	243		localhost:8084	1612215078095	1612215081032	OK	 
REQUEST	46		localhost:8083	1612215078088	1612215081032	OK	 
REQUEST	191		localhost:8080	1612215078093	1612215081033	OK	 
REQUEST	188		localhost:8081	1612215078093	1612215081033	OK	 
REQUEST	53		localhost:8084	1612215078097	1612215081033	OK	 
REQUEST	156		localhost:8081	1612215078092	1612215081034	OK	 
REQUEST	128		localhost:8081	1612215078091	1612215081035	OK	 
REQUEST	108		localhost:8081	1612215078090	1612215081035	OK	 
REQUEST	224		localhost:8084	1612215078094	1612215081035	OK	 
REQUEST	89		localhost:8081	1612215078095	1612215081092	OK	 
REQUEST	112		localhost:8082	1612215078091	1612215081092	OK	 
REQUEST	35		localhost:8081	1612215078085	1612215081092	OK	 
REQUEST	238		localhost:8080	1612215078095	1612215081092	OK	 
REQUEST	236		localhost:8080	1612215078095	1612215081093	OK	 
REQUEST	208		localhost:8080	1612215078094	1612215081093	OK	 
REQUEST	240		localhost:8081	1612215078095	1612215081094	OK	 
REQUEST	95		localhost:8081	1612215078091	1612215081095	OK	 
REQUEST	185		localhost:8083	1612215078093	1612215081095	OK	 
REQUEST	217		localhost:8081	1612215078094	1612215081096	OK	 
REQUEST	153		localhost:8081	1612215078092	1612215081097	OK	 
REQUEST	159		localhost:8080 Redirect 1	1612215080189	1612215081196	OK	 
REQUEST	219		localhost:8081	1612215078094	1612215081290	OK	 
REQUEST	22		localhost:8083	1612215078088	1612215081292	OK	 
REQUEST	157		localhost:8081 Redirect 1	1612215080291	1612215081297	OK	 
REQUEST	70		localhost:8081	1612215078096	1612215081308	OK	 
REQUEST	36		localhost:8081 Redirect 1	1612215080311	1612215081318	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 5	36	END	1612215078050	1612215081318
REQUEST	139		localhost:8084 Redirect 1	1612215080318	1612215081339	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 22 with intensity 5	139	END	1612215078091	1612215081340
REQUEST	146		localhost:8084 Redirect 1	1612215080316	1612215081349	OK	 
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 22 with intensity 5	146	END	1612215078091	1612215081349
REQUEST	104		localhost:8083 Redirect 1	1612215080317	1612215081361	OK	 
REQUEST	136		localhost:8084 Redirect 1	1612215080298	1612215081365	OK	 
REQUEST	1		localhost:8083 Redirect 1	1612215080326	1612215081372	OK	 
REQUEST	182		localhost:8083 Redirect 1	1612215080321	1612215081375	OK	 
REQUEST	132		localhost:8082 Redirect 1	1612215080307	1612215081376	OK	 
REQUEST	129		localhost:8081 Redirect 1	1612215080322	1612215081377	OK	 
REQUEST	116		localhost:8082 Redirect 1	1612215080300	1612215081377	OK	 
REQUEST	2		localhost:8083 Redirect 1	1612215080321	1612215081382	OK	 
REQUEST	8		localhost:8083 Redirect 1	1612215080296	1612215081382	OK	 
REQUEST	161		localhost:8080 Redirect 1	1612215080317	1612215081382	OK	 
REQUEST	162		localhost:8080 Redirect 1	1612215080313	1612215081385	OK	 
REQUEST	118		localhost:8084	1612215078090	1612215081462	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 5	118	END	1612215078090	1612215081462
REQUEST	44		localhost:8080	1612215078085	1612215081526	OK	 
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 5	44	END	1612215078052	1612215081527
REQUEST	124		localhost:8083	1612215078091	1612215081528	OK	 
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 5	124	END	1612215078090	1612215081529
REQUEST	117		localhost:8084	1612215078090	1612215081531	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 5	117	END	1612215078090	1612215081531
REQUEST	52		localhost:8084	1612215078087	1612215081537	OK	 
REQUEST	126		localhost:8083	1612215078091	1612215081590	OK	 
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 5	126	END	1612215078090	1612215081591
REQUEST	121		localhost:8084	1612215078091	1612215081592	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 5	121	END	1612215078090	1612215081593
REQUEST	169		localhost:8084	1612215078092	1612215081601	OK	 
REQUEST	65		localhost:8080	1612215078088	1612215081601	OK	 
REQUEST	189		localhost:8081	1612215078093	1612215081601	OK	 
REQUEST	233		localhost:8082	1612215078095	1612215081659	OK	 
REQUEST	190		localhost:8081	1612215078093	1612215081659	OK	 
REQUEST	140		localhost:8084 Redirect 1	1612215080707	1612215081715	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 22 with intensity 5	140	END	1612215078091	1612215081715
REQUEST	174		localhost:8080 Redirect 1	1612215080707	1612215081721	OK	 
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 21 with intensity 5	174	END	1612215078092	1612215081721
REQUEST	109		localhost:8081 Redirect 1	1612215080834	1612215081849	OK	 
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 5	109	END	1612215078090	1612215081849
REQUEST	120		localhost:8084	1612215078090	1612215081857	OK	 
REQUEST	82		localhost:8082	1612215078096	1612215081857	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 5	120	END	1612215078090	1612215081858
REQUEST	206		localhost:8083 Redirect 1	1612215080834	1612215081868	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 21 with intensity 5	206	END	1612215078093	1612215081868
REQUEST	249		localhost:8081 Redirect 1	1612215080834	1612215081870	OK	 
REQUEST	205		localhost:8083 Redirect 1	1612215079654	1612215081901	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 21 with intensity 5	205	END	1612215078093	1612215081901
REQUEST	50		localhost:8081	1612215078087	1612215081921	OK	 
REQUEST	130		localhost:8081	1612215078091	1612215081921	OK	 
REQUEST	196		localhost:8082	1612215078093	1612215081921	OK	 
REQUEST	20		localhost:8083	1612215078087	1612215081921	OK	 
REQUEST	225		localhost:8084	1612215078094	1612215081921	OK	 
REQUEST	193		localhost:8080	1612215078093	1612215081922	OK	 
REQUEST	100		localhost:8080	1612215078090	1612215081922	OK	 
REQUEST	210		localhost:8080	1612215078094	1612215081922	OK	 
REQUEST	228		localhost:8081	1612215078094	1612215081923	OK	 
REQUEST	127		localhost:8081	1612215078091	1612215081923	OK	 
REQUEST	105		localhost:8081	1612215078090	1612215081925	OK	 
REQUEST	246		localhost:8080	1612215078095	1612215081925	OK	 
REQUEST	5		localhost:8083	1612215078086	1612215081925	OK	 
REQUEST	68		localhost:8081	1612215078088	1612215081925	OK	 
REQUEST	97		localhost:8081	1612215078089	1612215081925	OK	 
REQUEST	4		localhost:8083	1612215078085	1612215081926	OK	 
REQUEST	3		localhost:8083 Redirect 2	1612215080905	1612215082030	OK	 
REQUEST	14		localhost:8082 Redirect 2	1612215080896	1612215082030	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 24 with intensity 3	3	END	1612215078042	1612215082031
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 4 with intensity 1	14	END	1612215078044	1612215082031
REQUEST	149		localhost:8081	1612215078092	1612215082034	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 20 with intensity 5	149	END	1612215078091	1612215082034
REQUEST	160		localhost:8080 Redirect 2	1612215080887	1612215082046	OK	 
REQUEST	154		localhost:8081 Redirect 2	1612215080907	1612215082046	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 23 with intensity 5	160	END	1612215078092	1612215082047
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	154	END	1612215078092	1612215082047
REQUEST	21		localhost:8083 Redirect 1	1612215081032	1612215082049	OK	 
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 21 with intensity 5	21	END	1612215078046	1612215082049
REQUEST	16		localhost:8084 Redirect 2	1612215080914	1612215082050	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 24 with intensity 3	16	END	1612215078045	1612215082050
REQUEST	131		localhost:8081 Redirect 2	1612215080905	1612215082055	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	131	END	1612215078091	1612215082055
REQUEST	53		localhost:8084 Redirect 1	1612215081034	1612215082057	OK	 
USER	Client 8 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 5	53	END	1612215078087	1612215082057
REQUEST	32		localhost:8081	1612215078086	1612215082057	OK	 
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 20 with intensity 5	32	END	1612215078048	1612215082057
REQUEST	224		localhost:8084 Redirect 1	1612215081036	1612215082061	OK	 
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 21 with intensity 5	224	END	1612215078094	1612215082062
REQUEST	237		localhost:8080 Redirect 2	1612215080914	1612215082069	OK	 
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 23 with intensity 5	237	END	1612215078094	1612215082069
REQUEST	57		localhost:8080 Redirect 2	1612215080903	1612215082071	OK	 
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 8 with intensity 1	57	END	1612215078087	1612215082072
REQUEST	115		localhost:8082 Redirect 2	1612215080918	1612215082074	OK	 
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 23 with intensity 5	115	END	1612215078090	1612215082074
REQUEST	46		localhost:8083 Redirect 1	1612215081033	1612215082080	OK	 
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 22 with intensity 5	46	END	1612215078053	1612215082081
REQUEST	76		localhost:8081 Redirect 1	1612215081028	1612215082083	OK	 
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 5	76	END	1612215078088	1612215082083
REQUEST	158		localhost:8081 Redirect 1	1612215081032	1612215082085	OK	 
REQUEST	188		localhost:8081 Redirect 1	1612215081034	1612215082086	OK	 
REQUEST	96		localhost:8081 Redirect 1	1612215081032	1612215082087	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 5	96	END	1612215078089	1612215082087
REQUEST	60		localhost:8080 Redirect 1	1612215081031	1612215082087	OK	 
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 5	60	END	1612215078087	1612215082088
REQUEST	63		localhost:8080 Redirect 1	1612215081030	1612215082088	OK	 
REQUEST	191		localhost:8080 Redirect 1	1612215081034	1612215082090	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 22 with intensity 5	191	END	1612215078093	1612215082090
REQUEST	92		localhost:8083	1612215078096	1612215082094	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 5	92	END	1612215078089	1612215082095
REQUEST	30		localhost:8081	1612215078086	1612215082096	OK	 
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 20 with intensity 5	30	END	1612215078048	1612215082097
REQUEST	41		localhost:8080	1612215078085	1612215082099	OK	 
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 5	41	END	1612215078051	1612215082099
REQUEST	94		localhost:8083	1612215078091	1612215082101	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 20 with intensity 5	94	END	1612215078089	1612215082101
REQUEST	179		localhost:8080	1612215078093	1612215082103	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 5	179	END	1612215078092	1612215082104
REQUEST	35		localhost:8081 Redirect 1	1612215081093	1612215082112	OK	 
REQUEST	208		localhost:8080 Redirect 1	1612215081094	1612215082112	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 21 with intensity 5	208	END	1612215078093	1612215082112
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 5	35	END	1612215078049	1612215082112
REQUEST	163		localhost:8080 Redirect 1	1612215079620	1612215082112	OK	 
REQUEST	137		localhost:8084 Redirect 1	1612215079620	1612215082112	OK	 
REQUEST	89		localhost:8081 Redirect 1	1612215081093	1612215082122	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 7 with intensity 1	89	END	1612215078089	1612215082123
REQUEST	95		localhost:8081 Redirect 1	1612215081095	1612215082123	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 5	95	END	1612215078089	1612215082123
REQUEST	217		localhost:8081 Redirect 1	1612215081096	1612215082124	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 5	217	END	1612215078094	1612215082124
REQUEST	185		localhost:8083 Redirect 1	1612215081095	1612215082126	OK	 
REQUEST	48		localhost:8083 Redirect 1	1612215081031	1612215082127	OK	 
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 22 with intensity 5	48	END	1612215078066	1612215082127
REQUEST	112		localhost:8082 Redirect 1	1612215081093	1612215082130	OK	 
REQUEST	64		localhost:8080 Redirect 1	1612215081033	1612215082131	OK	 
REQUEST	238		localhost:8080 Redirect 1	1612215081093	1612215082133	OK	 
REQUEST	156		localhost:8081 Redirect 1	1612215081034	1612215082133	OK	 
REQUEST	243		localhost:8084 Redirect 1	1612215081033	1612215082133	OK	 
REQUEST	181		localhost:8083 Redirect 1	1612215081032	1612215082133	OK	 
REQUEST	236		localhost:8080 Redirect 1	1612215081094	1612215082134	OK	 
REQUEST	240		localhost:8081 Redirect 1	1612215081095	1612215082134	OK	 
REQUEST	26		localhost:8082	1612215078086	1612215082157	OK	 
USER	Client 5 attacks server 2 at address localhost:8082 looking for resource 20 with intensity 5	26	END	1612215078047	1612215082157
REQUEST	213		localhost:8084	1612215078094	1612215082161	OK	 
USER	Client 9 attacks server 4 at address localhost:8084 looking for resource 20 with intensity 5	213	END	1612215078094	1612215082161
REQUEST	172		localhost:8080 Redirect 1	1612215079605	1612215082162	OK	 
USER	Client 1 attacks server 0 at address localhost:8080 looking for resource 21 with intensity 5	172	END	1612215078092	1612215082163
REQUEST	159		localhost:8080 Redirect 2	1612215081197	1612215082204	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 23 with intensity 5	159	END	1612215078092	1612215082205
REQUEST	22		localhost:8083 Redirect 1	1612215081292	1612215082302	OK	 
USER	Client 6 attacks server 3 at address localhost:8083 looking for resource 21 with intensity 5	22	END	1612215078046	1612215082302
REQUEST	157		localhost:8081 Redirect 2	1612215081297	1612215082308	OK	 
USER	Client 3 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	157	END	1612215078092	1612215082309
REQUEST	70		localhost:8081 Redirect 1	1612215081309	1612215082316	OK	 
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 21 with intensity 5	70	END	1612215078088	1612215082316
REQUEST	219		localhost:8081 Redirect 1	1612215081290	1612215082342	OK	 
REQUEST	177		localhost:8080	1612215078093	1612215082342	OK	 
USER	Client 0 attacks server 0 at address localhost:8080 looking for resource 20 with intensity 5	177	END	1612215078092	1612215082342
USER	Client 4 attacks server 1 at address localhost:8081 looking for resource 22 with intensity 5	219	END	1612215078094	1612215082342
REQUEST	129		localhost:8081 Redirect 2	1612215081377	1612215082403	OK	 
USER	Client 2 attacks server 1 at address localhost:8081 looking for resource 23 with intensity 5	129	END	1612215078091	1612215082404
REQUEST	250		localhost:8081	1612215078095	1612215082404	OK	 
REQUEST	2		localhost:8083 Redirect 2	1612215081382	1612215082419	OK	 
REQUEST	132		localhost:8082 Redirect 2	1612215081377	1612215082419	OK	 
USER	Client 7 attacks server 3 at address localhost:8083 looking for resource 24 with intensity 3	2	END	1612215078042	1612215082420
